Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
LAWRENCE,Exprimer l'intention de se rencontrer ou de négocier,DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Rejeter (non spécifié),Inconnu,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
DEFECTOR,Exprimer l'intention de se rencontrer ou de négocier,BENIN,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
DEFECTOR,Exprimer l'intention de se rencontrer ou de négocier,STATE SECRETARY,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire optimiste,DEPUTY,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
RULING PARTY,S'engager dans une négociation formelle,Inconnu,Benin,20250103,Négatif,Coopération verbale,Evènement très stabilisant
LAWRENCE,Exprimer l'intention de coopérer (non spécifié),DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans une négociation formelle,RULING PARTY,Benin,20250103,Négatif,Coopération verbale,Evènement très stabilisant
DEFECTOR,Exprimer l'intention de se rencontrer ou de négocier,LAWRENCE,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
DEFECTOR,Exprimer l'intention de coopérer (non spécifié),RULING PARTY,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire optimiste,DEPUTY,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
STATE SECRETARY,Exprimer l'intention de se rencontrer ou de négocier,DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
DEFECTOR,S'engager dans une négociation formelle,RULING PARTY,Benin,20250103,Négatif,Coopération verbale,Evènement très stabilisant
GOVERNMENT,Rejeter (non spécifié),BENIN CITY,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Rejeter (non spécifié),SECRETARIAT,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
GOVERNMENT,Exprimer l'intention de coopérer (non spécifié),DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
RULING PARTY,S'engager dans une négociation formelle,DEFECTOR,Benin,20250103,Négatif,Coopération verbale,Evènement très stabilisant
GOVERNMENT,Rejeter (non spécifié),Inconnu,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Désapprouver (non spécifié),RULING PARTY,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
RULING PARTY,S'engager dans une négociation formelle,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement très stabilisant
GOVERNMENT,Rejeter (non spécifié),DEMOCRATIC PARTY,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
STATE SECRETARY,Louer ou approuver,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),RULING PARTY,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Exprimer l'intention de coopérer (non spécifié),RULING PARTY,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans une négociation formelle,RULING PARTY,Benin,20250103,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Rejeter (non spécifié),DEMOCRATIC PARTY,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Faire un commentaire optimiste,GOVERNOR,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Rejeter (non spécifié),CONGRESS,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
GOVERNMENT,Désapprouver (non spécifié),RULING PARTY,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
LAWRENCE,Louer ou approuver,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
LAWRENCE,Louer ou approuver,Inconnu,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Rejeter (non spécifié),Inconnu,Benin,20250103,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),RULING PARTY,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire optimiste,DEPUTY,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
STATE SECRETARY,Louer ou approuver,LAWRENCE,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Fournir une aide économique,Inconnu,Benin,20250103,Négatif,Coopération matérielle,Evènement très stabilisant
GOVERNOR,Rejeter une demande de médiation,Inconnu,Benin,20250103,Négatif,Conflit verbal,Evènement très déstabilisant
BENIN,Suspendre ou rompre un accord,Inconnu,Benin,20250103,Négatif,Conflit matériel,Evènement très déstabilisant
HOUSE OF ASSEMBLY,Rejeter (non spécifié),BENIN,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
HOUSE OF ASSEMBLY,Rejeter (non spécifié),Inconnu,Benin,20250103,Négatif,Conflit verbal,Evènement déstabilisant
HOUSE OF ASSEMBLY,Louer ou approuver,Inconnu,Benin,20250103,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),NIGER,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250103,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN CITY,Torturer,Inconnu,Benin,20250104,Négatif,Conflit matériel,Evènement très déstabilisant
GHANA,S'engager dans une négociation formelle,RWANDA,Benin,20250104,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN,Torturer,BENIN,Benin,20250104,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Engagement matériel (non spécifié),Inconnu,Benin,20250104,Positif,Coopération matérielle,Evènement très stabilisant
AFRICA,Louer ou approuver,Inconnu,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
UNITED ARAB EMIRATES,Torturer,BENIN CITY,Benin,20250104,Négatif,Conflit matériel,Evènement très déstabilisant
DUBAI,Engagement matériel (non spécifié),NIGERIAN,Benin,20250104,Négatif,Coopération matérielle,Evènement très stabilisant
DUBAI,Torturer,BENIN CITY,Benin,20250104,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN CITY,Torturer,BENIN,Benin,20250104,Négatif,Conflit matériel,Evènement très déstabilisant
UNITED ARAB EMIRATES,Engagement matériel (non spécifié),NIGERIA,Benin,20250104,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN CITY,Engagement matériel (non spécifié),DUBAI,Benin,20250104,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN CITY,Engagement matériel (non spécifié),DUBAI,Benin,20250104,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN CITY,Engagement matériel (non spécifié),UNITED ARAB EMIRATES,Benin,20250104,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Torturer,NIGERIA,Benin,20250104,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Pardonner,Inconnu,Benin,20250104,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,Inconnu,Benin,20250104,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,BENIN,Benin,20250104,Positif,Coopération verbale,Evènement très stabilisant
GOVERNOR,Rejeter une demande de concession,Inconnu,Benin,20250104,Positif,Conflit verbal,Evènement très déstabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),PARTY MEMBER,Benin,20250104,Positif,Coopération verbale,Evènement impartial
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250104,Positif,Coopération verbale,Evènement stabilisant
GOVERNOR,Rejeter une demande de concession,Inconnu,Benin,20250104,Positif,Conflit verbal,Evènement très déstabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),PARTY MEMBER,Benin,20250104,Positif,Coopération verbale,Evènement impartial
BENIN,Pardonner,Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,SENEGAL,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Pardonner,BENIN,Benin,20250105,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,BUSINESS,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250105,Positif,Coopération verbale,Evènement impartial
CAMEROON,Recevoir une visite officielle,PRODUCER,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
SENEGAL,Effectuer une visite officielle,BENIN,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,SENEGAL,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
PRODUCER,Effectuer une visite officielle,CAMEROON,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
MINIST,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250105,Négatif,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Négatif,Coopération verbale,Evènement impartial
MINIST,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Négatif,Coopération verbale,Evènement impartial
TRADER,Recevoir une visite officielle,Inconnu,Benin,20250105,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,TRADER,Benin,20250105,Négatif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Recevoir une visite officielle,DEMOCRATIC PARTY,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
CHRISTIAN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
DEMOCRATIC PARTY,Recevoir une visite officielle,GOVERNMENT,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Effectuer une visite officielle,GOVERNMENT,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
CHRISTIAN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
BENIN,Recevoir une visite officielle,DEMOCRATIC PARTY,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN CITY,Recevoir une visite officielle,DEMOCRATIC PARTY,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Effectuer une visite officielle,DEMOCRATIC PARTY,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Effectuer une visite officielle,BENIN CITY,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
DEMOCRATIC PARTY,Effectuer une visite officielle,BENIN,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),Inconnu,Benin,20250105,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Faire un commentaire optimiste,Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
MEDIA,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
BENIN,Faire un appel ou une demande (non spécifié ailleurs),MAYOR,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),MEDIA,Benin,20250105,Positif,Coopération verbale,Evènement impartial
BENIN,Exprimer l'intention de coopérer (non spécifié),Inconnu,Benin,20250105,Positif,Coopération verbale,Evènement stabilisant
COMPANY,Pardonner,BENIN,Benin,20250106,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Pardonner,COMPANY,Benin,20250106,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),GOVERNMENT,Benin,20250106,Négatif,Coopération verbale,Evènement stabilisant
CITIZEN,Faire un commentaire pessimiste,BUSINESS,Benin,20250106,Négatif,Coopération verbale,Evènement déstabilisant
CARRIER,Faire un commentaire pessimiste,TRADER,Benin,20250106,Négatif,Coopération verbale,Evènement déstabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),Inconnu,Benin,20250106,Négatif,Coopération verbale,Evènement stabilisant
INFANTRY,Code inconnu (841),IVORIAN,Benin,20250106,Négatif,Coopération matérielle,Evènement très stabilisant
INFANTRY,Code inconnu (841),IVORIAN,Benin,20250106,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),MILITARY,Benin,20250106,Négatif,Coopération verbale,Evènement stabilisant
MILITARY,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250106,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Rejeter (non spécifié),Inconnu,Benin,20250106,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Recevoir une visite officielle,AFRICA,Benin,20250106,Positif,Coopération verbale,Evènement stabilisant
